Features,Label,Predicted_Label
"Let \( \boldsymbol{f} \) be an injective map with domain \( \{x, y, z\} \) and range \{1,2,3\} such that exactly one of the following statements is correct and the remaining are false:
\( \boldsymbol{f}(\boldsymbol{x})=\mathbf{1}, \boldsymbol{f}(\boldsymbol{y}) \sqrt{\mathbf{1}}, \boldsymbol{f}(z) \sqrt{\mathbf{2}} . \) The value of
\( \boldsymbol{f}^{-1}(1) \) is
\( A \)
B.
\( c \cdot z \)
D. none of these",,3.0
"Which of the following electronic configuration is associated with the highest stable oxidation state?
\( \mathbf{A} \cdot[A r] 3 d^{1} 4 s^{2} \)
B \cdot \( [A r] 3 d^{5} 4 s^{1} \)
\( \mathbf{c} \cdot[A r] 3 d^{5} 4 s^{2} \)
D \cdot \( [A r] 3 d^{6} 4 s^{2} \)",,2.0
"Find the values of \( a \) and \( b \) so that the
points \( (\boldsymbol{a}, \boldsymbol{b}, \mathbf{3}),(\mathbf{2}, \mathbf{0},-\mathbf{1}) \) and
(1,-1,-3) are collinear.",,3.0
Who proposed the term Protista?,,1.0
"Assertion
If the magnitude of displacement is zero, then it is not a vector quantity.
Reason

A vector have both magnitude and direction.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Assertion is incorrect but Reason is correct",,4.0
"Assertion
The maximum stress value below which
the strain is fully recoverable is called the elastic limit.
Reason
All materials are elastic to some extent
but the degree varies.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",,4.0
"The molar solubility of \( P b B r_{2} \) is \( 2.17 \times \)
\( 10^{-3} \mathrm{M} \) at a certain temperature
Calculate \( \boldsymbol{K}_{\boldsymbol{s p}} \) for \( \boldsymbol{P b B r}_{2} \)
A \( .6 .2 \times 10^{-6} \)
B . \( 6.4 \times 10^{-7} \)
c. \( 4.1 \times 10^{-8} \)
D. \( 3.4 \times 10^{-6} \)
E . \( 1.4 \times 10^{-5} \)",,2.0
"Let \( \boldsymbol{A}=\{\mathbf{1}, \mathbf{2}, \mathbf{3}, \mathbf{4}\} \)
\( \boldsymbol{S}=\{(\boldsymbol{a}, \boldsymbol{b}) ; \boldsymbol{a}, \boldsymbol{b} \in \boldsymbol{A}, \boldsymbol{a} \text { divides } \boldsymbol{b}\}, \) write
down \( S \) explicitly",,3.0
"The given figure shows a diagrammatic
sketch of a portion of human male
reproductive system. Identify the parts labelled as \( A, B, C \) and
D and select the correct option.
A. A-vas deferens, B-seminal vesicle, C-Prostate, DBulbourethral gland
B. A-Vas deferens, B-Seminal vesicle, C-Bulbourethral gland, D-Prostate
c. A-Ureter, B-Seminal vesicle, C-Prostate, DBulbourethral gland
D. A-Ureter, B-Prostate, C-Seminal vesicle, DBulbourethral gland",,1.0
"Polystyrene is an example of
A. elastomer
B. fibre
C . cation polymerisation polymer
D. thermosetting polymer",,2.0
"The voltage can be increased, but
electric breakdown will occur if the
electric field inside the capacitor becomes too large. The capacity can be increased by
A. expanding the electrode areas
B. reducing the gap between the electrodes
c. expanding the gap between the electrodes
D. Both A and B",,4.0
"The wavelength associated with a
photon of energy 3.31 eV is nearly
A. \( 4000 A^{\circ} \)
B. 3750 \( A^{\circ} \)
C \( .5000 A^{\circ} \)
D. 400 A \( ^{\text {о }} \)",,4.0
"(a) A student wants to use two \( p-n \)
junction diodes to convert alternating current into direct current. Draw the
labelled circuit diagram she would use and explain how it works.
(b) Give the truth table and circuit
symbol for NAND gate.",,4.0
"Which step is the chain propagation step in the following mechanism?
\[
\begin{array}{ll}
\text { 1. } \mathrm{Cl}_{2} \stackrel{\mathrm{hv}}{\longrightarrow} \mathrm{Cl}^{*}+\mathrm{Cl}^{\prime} & 2 . \mathrm{Cl}^{*}+\mathrm{CH}_{4} \longrightarrow \mathrm{CH}_{3}^{\circ}+\mathrm{HCl} \\
\text { 3. } \mathrm{Cl}^{*}+\mathrm{Cl}^{*} \longrightarrow \mathrm{Cl}_{2} & \text { 4. } \mathrm{CH}_{3}+\mathrm{Cl}^{*} \longrightarrow \mathrm{CH}_{3} \mathrm{Cl}
\end{array}
\]
\( A \). (i)
B. (ii)
c. (iii)
D. (iv)",,2.0
"A current i, indicated by the crosses in
figure, is established in a strip of
copper of height \( h \) and width \( w . A \)
uniform field of magnetic induction B is
applied at right angle to the strip.

Calculate voltage V necessary between
two sides of the conductor in order to
create this field E. Between which sides
of the conductor would this voltage have
to be applied?
A \( \cdot 5 \times 10^{-6} \) Top and Bottom, with top +ve charge and
bottom -ve charge
B. \( 5 \times 10^{-6} \) Top and Bottom, with top -ve charge and
bottom +ve charge
\( \mathbf{c} \cdot 5 \times 10^{-6} \) Any
D. None of the above",,4.0
"Assertion
Fermentation is the incomplete oxidation of glucose into lactic acid or ethanol
Reason
It takes place under anaerobic condition in prokaryotes only.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",,2.0
"A freely falling body starting from rest, travel \( _{--}-_{-} \) of total distance in 5 th
Second
A. \( 8 \% \)
B. \( 12 \% \)
c. \( 25 \% \)
D. \( 36 \% \)",,4.0
"Which one of the following will be most
basic?
A. Aniline
B. P-methoxyaniline
c. P-nitroaniline
D. Benzylamine",,2.0
"f \( \boldsymbol{A}=\left[\begin{array}{ll}\boldsymbol{x} & \mathbf{1} \\ \mathbf{1} & \mathbf{0}\end{array}\right], \boldsymbol{A}^{2}=\boldsymbol{I} \) then find ' \( \boldsymbol{x}^{\prime} \)",,3.0
"A ratio station transmists musical
programme at \( 220 \mathrm{m} \) wavelength and \( 1200 \mathrm{Hz} \) frequency. Calculate the velocity of radio waves.
A. \( 346 \mathrm{km} / \mathrm{sec} \)
B. 264 km/sec
c. \( 442 \mathrm{km} / \mathrm{sec} \)
D. \( 468 \mathrm{km} / \mathrm{sec} \)",,4.0
"\( f f=\{(4,5),(5,6),(6,-4) \text { and } g=\{(4,-4) \)
(6,5),(8,5)\} then find
\( \boldsymbol{A}) \boldsymbol{f}+\boldsymbol{g} \quad \boldsymbol{B}) \boldsymbol{f}-\boldsymbol{g} \)
\( \boldsymbol{C}) \mathbf{2} \boldsymbol{f}+ \)
\( \begin{array}{ll}\mathbf{4} \boldsymbol{g} & \boldsymbol{D}) \boldsymbol{f}+\end{array} \)
\( \begin{array}{lll}\boldsymbol{4} & \boldsymbol{E}) \boldsymbol{f} \boldsymbol{g} & \boldsymbol{F}) \boldsymbol{f} / \boldsymbol{g}\end{array} \)
\( \boldsymbol{G})|\boldsymbol{f}| \quad \boldsymbol{H}) \sqrt{\boldsymbol{f}} \quad \boldsymbol{I}) \boldsymbol{f}^{2} \)",,3.0
"Solar radiation emitted by sun
resembles that emitted by a black body
at a temperature of \( 6000 K . \) Maximum
intensity is emitted at a wavelength of about \( 4800 A \). If the sun was
cooled down from \( 6000 K \) to \( 3000 K \)
then the peak intensity would occur at a
wavelength of :
A. 4800 A
в. 9600 \( \dot{A} \)
c. 2400 月
D. \( 19200 \dot{A} \)",,4.0
"Number of positive continuous functions \( f(x) \) defined in [0,1] for which \( \int_{0}^{1} f(x) d x=1, \int_{0}^{1} x f(x) d x=2 \)
\( \int_{0}^{1} x^{2} f(x) d x=4 \)
\( A \)
B. 4
c. Infinite
D. None of these",,3.0
"What are the products when ethyl isopropyl ether is cleaved with
concentrated \( H I ? \)
A. Ethanol and 2-iodo-2-methylpropane
B. Ethanol and 2-methylpropane
c. lodoethane and isopropyl alcohol
D. lodoethane and 2-methylpropane",,2.0
"A good fuel has high calorific values.
A. True
B. False",,2.0
The product of two numbers is 119 and their AM is 12. Find the numbers.,,3.0
"Male gamete of Cycas, largest in plant kingdom, is
A. Non-motile
B. Biflagellate
c. Multiciliate
D. Uniflagellate",,1.0
"When light passes through a medium that consists of scatters such as water
vapour, dust particles, which colour of light experiences highest scattering?
A . Violet
в. Red
c. Yellow
D. Orange",,4.0
"Let \( A, B, C \) be unit vectors. Suppose
\( A \cdot B=A \cdot C=0 \) and the angle between \( B \) and \( C \) is \( \frac{\pi}{6} . \) Then \( A \) equals
\( \mathbf{A} \cdot \pm 2(B \times C) \)
B . \( -2(B \times C) \)
\( \mathbf{c} \cdot 2(B \times C) \)
D. \( (B \times C) \)",,4.0
"Evaluate:
\( (a+b)(a-b)\left(a^{2}+b^{2}\right) \) is \( a^{4}-b^{4} \)
If true then enter 1 and if false then
enter 0",,3.0
"The only family showing resupination is
A. Leguminosae
B. Compositae
c. orchidaceae
D. Malvaceae",,1.0
"According to lac operon concept, an
operator gene combines with
A. Co-repressor to switch off transcription of structural gene
B. Inducer gene to switch on structural gene transcription
C. Repressor gene to switch off transcription of structural gene
D. Regulator protein to switch on structural gene transcription
E. Regulator protein to switch off structural gene transcription",,1.0
"In aqueous solution of soap, head is towards the surface of water and tail is
pointing away from the water. if true, enter 1 , else enter 0 .",,2.0
"The major threat to Taj Mahal is:
\( \mathbf{A} \). acid rain.
B. hydrogen peroxide.
\( c . \) Both a and b.
D. None of the above",,2.0
"If a wire of resistance \( 20 \Omega \) is covered
with ice and a voltage of \( 210 \mathrm{V} \) is applied across the wire, then the rate of melting of ice is
A. \( 8.85 g s^{-1} \)
В . \( 1.92 g s^{-1} \)
c. \( 6.56 g s^{-1} \)
D. none",,4.0
"Why should the height of lightning conductor is more than that of the walls
of the building?
A . Lightning get attracted towards the tallest target
B. Lightning get repelled
c. Lightning get attracted by the walls of building
D. None of the above",,4.0
"The number of completed transitional series in the periodic table is / are:
A . 2
B. 3
\( c \cdot 4 \)
\( D \)",,2.0
"Three infinitely charged sheets are kept parallel to \( x-y \) plane having charge
densities as shown. Then the value of
electric field at \( ^{\prime} \boldsymbol{P}^{\prime} \) is:
A \( \frac{-4 \sigma}{\epsilon_{0}} \)
в. \( \frac{4 \sigma}{\epsilon_{0}} \)
c. \( \frac{-2 \sigma}{\epsilon_{0}} \)
\( D \cdot \frac{2 \sigma}{\epsilon_{0}} \)",,4.0
"If copper is kept open in air, it slowly loses its shining brown surface and gains a green coating. It is due to the formation of:
A \( \cdot C u C O_{3} \)
в. \( C u S O_{4} \)
c. \( C u C O_{3} \cdot C u(O H)_{2} \)
D. \( C u O \)",,2.0
"The function of an axon is
A. Transformation of nerve impulse
B. Reception of stimuli from neurons
C. Reception of external stimuli
D. Conduction of nerve impulse",,1.0
"Match List-I with List-II and select the
correct answer using the code given
below the Lists:
List-II İ List-I
(Region) (Characteristic vegetation)
A. Selvas Tropophytes
B.
2. Mosses and lichens :
Savanna
C. Tundra 3. Epiphytes \( \pi_{n} n_{r_{a}} \) 3.
\( D \)
Monsoon
land Grasses and trees
A. A-3, B-2, C-4, D-1
B. A-1, B-4, C-2, D-3
C. A-1, B-2, C-4, D-3
D. \( A-3, B-4, C-2, D-1 \)",,2.0
"Among the following, one statement is not correct when a junction diode is in forward bias
A. the width of depletion region decreases.
B. free electron on n- side will move towards the junction
c. holes on p-side move towards the junction
D. electrons on n-side and holes on p-side will move away from junction.",,4.0
"A wooden block of mass \( 10 g \) is dropped from the top of a tower 100 m high. Simultaneously, a bullet of mass \( 10 g \) is fired from the foot of the tower
vertically upwards with a velocity of \( 100 m s^{-1} . \) If the bullet is embedded in
it, how high will it rise above the tower before it starts falling?(Consider \( \boldsymbol{g}= \)
\( \left.10 m s^{-2}\right) \)
\( A \cdot 80 m \)
B. 85
\( c \cdot 75 m \)
D. 10",,4.0
"What is the mass of a positron?
A. Equivalent to the sum of a neutron and an electron
B. Equivalent to a proton
C. Equivalent to a neutron
D. Equivalent to an electron",,4.0
"What is formed immediately after
fertilisation?
A. Placenta
B. Foetus
c. Embry
D. zygote",,1.0
"Which is common to kidney and skeleton in mammals?
A. cortex
B. Medulla
c. Pelvis
D. Radius",,1.0
\( 4 g \) of hydrogen and \( 128 g \) of hydrogen iodide are present in a 2 litre flask. What are their active masses?,,2.0
"The plot of the variation of potential difference across a combination of
three identical cells in series, versus
current is shown alongside. What is the
emf and internal resistance of each
cell?",,4.0
"If three different liquid of different
masses specific heats and temperature are mixed with each other then what is
the temperature of the mixture at
thermal equilibrium. If, \( m_{1}, s_{1}, T_{1} \rightarrow \) specification for liquid
\( \boldsymbol{m}_{2}, \boldsymbol{s}_{2}, \boldsymbol{T}_{2} \rightarrow \) specification for liquid
\( \boldsymbol{m}_{3}, \boldsymbol{s}_{3}, \boldsymbol{T}_{3} \rightarrow \) specification for liquid
A \( \cdot \frac{m_{1} T_{1}+m_{2} T_{2}+m_{3} T_{3}}{m_{1} s_{1}+m_{2} s_{2}+m_{3} s_{3}} \)
В \( \cdot\left(m_{1} s_{1} T_{1}+m_{2} s_{2} T_{2}+m_{3} s_{3} T_{3}\right) \)
c. \( \frac{m_{1} s_{1} T_{1}+m_{2} s_{2} T_{2}+m_{3} s_{3} T_{3}}{m_{1} s_{1}+m_{2} s_{2}+m_{3} s_{3}} \)
D. \( \frac{s_{1} T_{1}+s_{2} T_{2}+s_{3} T_{3}}{m_{1} s_{1}+m_{2} s_{2}+m_{3} s_{3}} \)",,4.0
Differentiate between algae and fungi,,1.0
"The equation of the progressive wave is \( \boldsymbol{Y}=\mathbf{3} \sin \left[\boldsymbol{\pi}\left(\frac{\boldsymbol{t}}{\mathbf{3}}-\frac{\boldsymbol{x}}{\mathbf{5}}\right)+\frac{\boldsymbol{\pi}}{\boldsymbol{4}}\right] \) where \( \boldsymbol{x} \)
and \( Y \) are in metre and time in second.
Which of the following is correct?
A. Velocity \( V=1.5 \mathrm{m} / \mathrm{s} \)
B. Amplitude \( A=3 \mathrm{cm} \)
c. Frequency \( F=0.2 \mathrm{Hz} \)
D. Wavelength \( \lambda=10 m \)",,4.0
"What is lightning conductor? How does it save high rise buildings from
lightning damage?",,4.0
"A bar magnet of magnetic moment 3.0
\( A-m^{2} \) is free to rotate about a vertical
axis passing through its centre. The magnet is released from rest from east west position. Then the kinetic energy of the magnet as it takes North- South position is :
(horizontal component of earths magnetic field is \( 25 \mu \mathrm{T}) \)
B. 75 \( \mu \) J
c. \( 100 \mu \) J
D. 12.5 \( \mu \) )",,4.0
"Cells in Go phase of cell cycle
A. Exit cell cycle
B. Enter cell cycle
c. suspend cell cycle
D. Terminate cell cycle",,1.0
"An organic compound gave \( \boldsymbol{C}= \) \( 92.31 \% \) and \( H=7.69 \% . \) If molecular
weight of the compound is \( 78, \) its molecular formula is:
\( \mathbf{A} \cdot C_{6} H_{6} \)
в. \( C_{7} H_{7} \)
\( \mathbf{c} \cdot C_{6} H_{18} \)
D. \( C_{8} H_{20} \)",,2.0
"Increase of temperature due to
scattering of energy is by ozone, \( \mathrm{CO}_{2} \) and water vapour, is known as
A. Radioactivity
B. Ozone effect
c. solar reaction
D. Greenhouse effect",,2.0
"Assertion
Virtual object can't be seen by human
eye
Reason
Virtual object is formed by converging
rays.
A. Both Assertion and Reason are correct and Reason is
the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
C. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",,4.0
"Match the following
\( \begin{array}{llll} & \text { List I } & & \text { List II } \\ & & & \\ \begin{array}{l}\text { Streamlined body } \\ \text { structure }\end{array} & \text { a } & \begin{array}{l}\text { Less no. of } \\ \text { irregularities }\end{array} \\ \text { 2 } & \begin{array}{l}\text { objects harder } \\ \text { againsteach } \\ \text { other }\end{array} & \text { b } & \text { Lubricant } \\ \text { 3 } & \text { Grease } & \text { c } & \begin{array}{l}\text { Increase } \\ \text { friction }\end{array} \\ \text { 4 } & \text { Smooth surface } & \text { d } & \begin{array}{l}\text { Decrease } \\ \text { friction }\end{array}\end{array} \)
A . \( 1-d, 2-c, 3-b, 4-a \)
\( , 4-b \)
B. \( 1-d, 2-c, 3-a \)
c. \( 1- \) a, \( 2-d, 3-b, 4-c \)
D. 1-a, 2-b, 3-c, 4-d",,2.0
"The oxidation potential of a hydrogen
electrode at \( p H=10 \) and \( P_{H_{2}}=1 \) atm
is:
A . \( -0.59 V \)
в. \( 0.00 V \)
\( \mathrm{c} \ldots+0.59 \mathrm{V} \)
D. \( +0.118 V \)",,2.0
"In a rectangle \( A B C D \), diagonals intersect
at \( 0 . \) If \( \angle O A B=30^{\circ} \) find: \( \angle A C B, \angle A B O, \angle \)
\( \mathrm{COD}, \angle \mathrm{BOC} \)",,3.0
Using properties of determinant solve :\( \left|\begin{array}{ccc}1 & a & a^{2}-b c \\ 1 & b & b^{2}-a c \\ 1 & c & c^{2}-a b\end{array}\right|= \),,3.0
"Maltose is made of:
A. \( \alpha \) -D-glucose
B. \( \alpha, \beta \) -D-glucose
C . glucose and fructose
D. fructose only",,2.0
"Assertion
In the dicot root, the vascular cambium
İs secondary in origin.
Reason
Secondary growth occurs in stems and
roots of gymnosperms also.
A. Both Assertion and Reason are correct and Reason is
the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
C. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",,1.0
"If \( \tan (A+B)=p, \tan (A-B)=q \)
then prove that \( \tan 2 A=\frac{p+q}{1-p q} \)",,3.0
"The temperature of liquid hydrogen is
20 \( K \).What is this temperature on the Fahrenheit scale?
A \( \cdot 495.4^{\circ} \mathrm{F} \)
B. \( -423.4^{\circ} \mathrm{F} \)
c. \( -108.56^{\circ} \mathrm{F} \)
D . \( -487.4^{\circ} \mathrm{F} \)",,4.0
"What is the area of a regular hexagon with sides of 2.5 in and apothem is 12 in?
\( \mathbf{A} \cdot 89 \) in \( ^{2} \)
B. 14.5 in \( ^{2} \)
c. 80 in \( ^{2} \)
D. 90 in \( ^{2} \)",,3.0
"In the figure on your right, 0 is the centre of the circle State
Which of the line segment are chords?",,3.0
"Find the vector equation of line joining the points (2,1,3) and (-4,3,-1)
\( \mathbf{A} \cdot \bar{r}=2(1-3 \lambda) \bar{i}-(1+2 \lambda) \bar{j}-(3-4 \lambda) \bar{k} \)
B . \( \bar{r}=2(1-3 \lambda) \bar{i}-(1+2 \lambda) \bar{j}+(3-4 \lambda) \bar{k} \)
C \( . \bar{r}=2(1-3 \lambda) \bar{i}+(1+2 \lambda) \bar{j}+(3-4 \lambda) \bar{k} \)
D. \( \bar{r}=2(1+3 \lambda) \bar{i}+(1+2 \lambda) \bar{j}+(3+4 \lambda) \bar{k} \)",,3.0
